artist_name,birth_year,title,artwork_date
Louis Jammes,1958,"Die Güte der Gewohnheit. Fotografie. Zeitschrift für Kultur Jetzt., The Benevolence of Habit. Photography. Magazine for Culture Now.",1984.0
Thomas Wachweger,1943,"Die Güte der Gewohnheit. Fotografie. Zeitschrift für Kultur Jetzt., The Benevolence of Habit. Photography. Magazine for Culture Now.",1984.0
Wallace K. Harrison,1895,"Façade from the United Nations Secretariat Building, New York, New York",1950.0
Max Abramovitz,1908,"Façade from the United Nations Secretariat Building, New York, New York",1950.0
Wilhelm Schürmann,1946,"Song of Joy,",1983.0
Jiri Georg Dokoupil,1954,"Homme Atelier Peinture a Cologne,",1983.0
Luis Claramunt,1951,"Die Fahrt Ins Freilichtmuseum. Eurobummel Teil II,",1989.0
Sven-Åke Johansson,1943,"Die Fahrt Ins Freilichtmuseum. Eurobummel Teil II,",1989.0
Werner David Feist,1909,Kurt Stolp with Pipe,1929.0
RCR Arquitectes,1988,"Casa Horizonte, La Vall de Bianya, Girona, Spain",2003.0
BIG-Bjarke Ingels Group,2005,"8 House, Ørestad, Copenhagen, Denmark",2009.0
François Blanciak,1976,Sketch from the Siteless series,2004.0
Val Telberg,1910,Seine,1952.0
Alison Rossiter,1953,Wild Horse Mesa - Zane Grey,1998.0
Greg Colson,1956,Dockings,1995.0
Aaron Curry,1972,5 drypoints,2015.0
Helen Mayer Harrison,1929,Greenhouse Britain,2011.0
Newton Harrison,1932,Greenhouse Britain,2011.0
Roger Herman,1947,Seven Drypoints with Inkwash,2012.0
Cristina Iglesias,1956,Hanging Corridors,2008.0
Nancy Rubins,1952,Studies,2006.0
Tom Sachs,1966,Space Hardware,2013.0
Nahum Tevet,1946,Painting Lesson,1992.0
Juan Uslé,1954,Pisueña,2009.0
Richard Aldrich,1975,Art and Language II,2014.0
Park Seo-Bo,1931,Writing 59-74-77,1974.0
Saul Leiter,1923,Party,1950.0
Shigetaka Kurita,1972,Emoji,1998.0
Jonathan Harris,1979,We Feel Fine,2009.0
Sep Kamvar,1977,We Feel Fine,2009.0
George Landow,1944,The Evil Faerie (Fluxfilm no. 25),
Nancy Reddin Kienholz,1943,The Block Head,1981.0
Ilit Azoulay,1972,Shifting Degrees of Certainty,2014.0
Giacomo Caneva,1810,"The Forum, though the Arch of Septimus Severus",1850.0
Luc Delahaye,1962,Trading Floor,2012.0
Dan Peterman,1960,25 Years of FUN,2015.0
Terence Conran,1931,Chequers (Furnishing fabric),1951.0
Marian Mahler,1911,Untitled (Mobiles),1952.0
Barbara Brown,1932,Frequency (Furnishing fabric),1969.0
Lucienne Day,1917,Causeway,1967.0
Ostengruppe,2002,Theatre book,2012.0
Peter Bankov,1969,Peter Bankov Art Poster (Poster for an exhibition of posters by Peter Bankov),2014.0
Jacqueline Groag,1903,Untitled (Traffic Lights),1952.0
Amy O'Neill,1971,Baseball,2015.0
Marguerita Mergentime,1894,Textile samples (Six swatches of printed silk indicating different colorways),1930.0
Vuokko Eskolin,1930,Kakemono,
David Hartt,1967,"Beauty of the Week at The Johnson Publishing Company Headquarters, Chicago, Illinois",2011.0
Rafael Barradas,1890,Portrait of Joaquín Torres-García (Retrato de Joaquín Torres-García),1918.0
Hans Scharoun,1893,Hans Scharoun letterhead (Letter to Jean Badovici from Scharoun),1928.0
"""a.r."" group",1929,Zaklad graficzny Stanisława Kolodziejczaka (Graphics firm of Stanisław Kolodziejczak) letterhead,1930.0
Roberto Iras Baldessari,1894,Roberto Iras Baldessari letterhead (Letter from Baldessari to Marinetti),1918.0
Tulio Crali,1900,Tulio Crali letterhead (Letter to Marinetti),1940.0
Umberto Luigi Ronco,1913,Umberto Luigi Ronco letterhead (Poeta Pittore Futurista) and commemorative stamps,1977.0
Osvaldo Peruzzi,1907,Osvaldo Peruzzi letterhead (Letter to Armando Silvestri),1937.0
Pierre Daura,1896,Cercle et Carré letterhead (Form letter for the first exhibition),1930.0
Christian Zervos,1889,Envelope addressed to Jean Badovici,1920.0
Jean Badovici,1893,Jean Badovici stationery envelope (Addressed to Pierre Chareau),1920.0
Will Burtin,1908,Will Burtin letterhead (Letter to Alvin Lustig),1950.0
Blaise Cendrars (Frédéric Sauser),1887,Postcard (Addressed to Jacques Levesque),1919.0
Bruno Monguzzi,1941,Bruno Monguzzi letterhead (Letter to Elaine and Arthur Cohen),1980.0
Franz Josef Popp,1886,Handwritten letter  to J.J.P. Oud with photograph of Popp inscribed on the recto with Dada formulae,1926.0
John Follis,1923,Follis Design letterhead (Letter to Elaine Lustig Cohen),1984.0
Deborah Sussman,1931,Deborah Sussman & Co. letterhead (Letter to Elaine Lustig Cohen),1974.0
Beatrice Wood,1893,Beatrice Wood letterhead (Letter to Ex Libris),1976.0
Jozef Peeters,1895,Het Oversicht stationery postcard (Addressed to van Essche),1923.0
Hendrik Willem van Loon,1882,Letterhead,1932.0
Hendrik Nicolaas Werkman,1882,Groninger Kunstkring 'De Ploeg' stationery envelope,1919.0
Marcelo Ferraz,1955,Frei Egídio chair,1986.0
Julio Plaza,1938,Objects (Objetos),1968.0
Muriel Cooper,1925,Information Landscapes,1994.0
David Small,1965,Information Landscapes,1994.0
Suguru Ishizaki,1963,Information Landscapes,1994.0
Robert Silvers,1968,Information Landscapes,1994.0
Earl Rennison,1965,Information Landscapes,1994.0
Yin Yin Wong,1964,Information Landscapes,1994.0
Jeffrey Ventrella,1960,Information Landscapes,1994.0
Michaela Eichwald,1967,Duns Scotus,2015.0
Kim Beom,1963,Untitled (Intimate Suffering #11),2012.0
Andrea Büttner,1972,Tent (igloo),2012.0
Clare Strand,1973,Skirts,2011.0
Eric Owen Moss,1943,"Fun House, San Fernando Valley, CA (Elevation)",1980.0
11 bit studios,2010,This War of Mine,2014.0
Lucas Pope,1977,Papers Please,2013.0
Loretta Lux,1969,Marianne,2004.0
inri,1973,Untitled from the series Tsumari Story,2012.0
Hermelindo Fiaminghi,1920,"Decio Pignatori, Augusto and Haralda de Campos, Ronaldo Azaredo- artists featured, Noigandres 4, Poesia Concreta,",1958.0
Pinchas Cohen Gan,1942,Picture Grammar,1990.0
Moshe Gershuni,1936,Farewell,1992.0
Tsibi Geva,1951,Keffieyeh,1992.0
Michael Gitlin,1943,Point of Departure,1991.0
Moshe Kupferman,1926,First Test,1988.0
Philip Rantzer,1958,"sometimes, not all the time",1996.0
Micha Ullman,1939,Letters,1992.0
Marco Brambilla,1960,Wall of Death,2001.0
Hans Berg,1978,Madeleine the Brave,2006.0
Johan Van Der Keuken,1938,"14 Juillet (Bastille Day) Paris, Paris, Ile Saint-Louis",1958.0
Tabor Robak,1986,Xenix,2013.0
Gertrudes Altschul,1904,Lines and Tones (Linhas e tons),1953.0
Jiří Pelcl,1950,"""Big"" vase",2009.0
The NetHack DevTeam,1987,NetHack,1987.0
George Stone,1952,Max Headroom: 20 Minutes into the Future,1985.0
Matt Frewer,1958,Max Headroom: 20 Minutes into the Future,1985.0
Tarsila do Amaral,1886,Study for Composition (Lonely Figure) III (Estudo de Composição [Figura só] III),1930.0
Frances Macdonald,1873,The Glasgow Institute of the Fine Arts,1895.0
J. Herbert McNair,1868,The Glasgow Institute of the Fine Arts,1895.0
Katharina Gaenssler,1974,Bauhaus Staircase,2015.0
Iman Issa,1979,Heritage Studies #3,2015.0
Marcel Giró,1912,Composition (Composição),1953.0
Ademar Manarini,1920,"Untitled [Várzea do Carmo housing complex, São Paulo]",1951.0
Composers Inside Electronics,1973,Rainforest V (variation 1),1973.0
Neïl Beloufa,1985,High definition and objectives: expansion and transparency,2016.0
Vladimir Shukhov,1853,"Radio Tower, Moscow, Russia",1998.0
Chto Delat,2003,The Excluded. In a Moment of Danger,2014.0
Jumana Manna,1987,A Magical Substance Flows Into Me,2015.0
Better Shelter,2010,Emergency Temporary Shelter,2010.0
Quasar (Nguyen Manh Khanh),1934,Inflatable Armchair,1967.0
Moon Hoon,1968,Collision City,2010.0
Sharon Johnston,1965,House House,2009.0
Mark Lee,1967,House House,2009.0
Studio Boggeri,1933,Textile design,1960.0
Thinking Machines Corporation,1983,CM-2 Supercomputer,1987.0
Danny Hillis,1956,CM-2 Supercomputer,1987.0
Tamiko Thiel,1957,CM-2 Supercomputer,1987.0
Emile-Jacques Ruhlmann,1879,Emile-Jacques Ruhlmann letterhead (Letter to Jean Badovici),1923.0
Joshua Light Show,1967,Liquid Loops,1967.0
Eugene Masselink,1910,Pattern study of a staghorn cactus,1936.0
John Lloyd Wright,1892,"San Marcos-in-the-Desert Hotel, Phoenix South (formerly Salt River) Mountains, Arizona Project (Perspective)",1928.0
Walter Burley Griffin,1876,"Willits House, Highland Park, Illinois (Planting plan by Walter Burley Griffin)",1902.0
Paulo Pires da Silva,1928,Ascension (Ascenção),1960.0
Eduardo Salvatore,1914,Composition in Black and White (Composição em branco e preto),1951.0
José Yalenti,1895,Sand (Areia),1950.0
Ila Bêka,1967,Koolhaas Houselife,2008.0
Louise Lemoine,1981,Koolhaas Houselife,2008.0
Kamoinge Workshop,1963,Kamoinge Workshop Portfolio Two,1965.0
Herbert E. Randall,1936,"Harlem, New York",1964.0
Shawn W. Walker,1940,"117th St., Harlem, New York",1965.0
Edwin S. Porter,1870,Watermelon Patch,1905.0
Wallace McCutcheon,1858,Watermelon Patch,1905.0
Tato (Guglielmo Sansoni),1896,L’ Assalt (Postcard),1926.0
Antonio Marasco,1896,Movimento Futurista letterhead,1933.0
Wenzel Hablik,1881,1 mark note (Emergency currency issued by the city of Itzehoe),1921.0
Manuel Herz Architects,1999,Woven Panel,2016.0
National Union of Sahrawi Women,1979,Woven Panel,2016.0
Ronald Rael,1971,Greenhouse Wall,2014.0
Virginia San Fratello,1971,Greenhouse Wall,2014.0
Channa Horwitz,1932,Sonakinatography Movement #II Sheet B 1st Variation,1969.0
Deborah Turbeville,1932,"Comme des Garcons, Paris",1980.0
Louise Despont,1983,Energy Scaffolds and Information Architecture (Source),2015.0
Alberto Greco,1931,Alberto Greco in Piedralaves,1963.0
Byung Hoon Choi,1952,Afterimage from the Beginning of the World,1996.0
Paz Errázuriz,1941,Evelyn,1982.0
GOLDIN+SENNEBY,2004,M&A,2013.0
Basel Abbas,1983,"The Part About the Bandits, Part 1 of the Incidental Insurgents",2012.0
Ruanne Abou-Rahme,1983,"The Part About the Bandits, Part 1 of the Incidental Insurgents",2012.0
John Akomfrah,1957,The Unfinished Conversation,2012.0
Ian Cheng,1984,Emissary in the Squat of Gods,2015.0
Julio Agostinelli,1919,Circus (Circense),1951.0
Shaun Gladwell,1972,Storm Sequence,2000.0
Miguel Rio Branco,1946,"Nada levarei quando morrer, aqueles que me devem cobrarei no inferno (When I die I will take nothing, those who owe me I will charge in hell)",1980.0
Jacolby Satterwhite,1986,Country Ball 1989-2012,2012.0
Dragoljub Pavlov,1940,Rocked In,1957.0
Bora Vitorac,1940,Rocked In,1957.0
João Bizarro Da Nave Filho,1908,One Plus Ten (Um mais dez),1960.0
André Carneiro,1922,Rails (Trilhos),1951.0
Lucílio Corrêa Leite Filho,1915,Fluorescent Symphony (Sinfonia fluorescente),1960.0
Ivo Ferreira da Silva,1911,Confidential (Confidencial),1960.0
German Lorca,1922,Everyday Scenes (Cenas quotidianas),1949.0
Aldo Augusto de Souza Lima,1920,Vertigo (Vertigem),1949.0
Arata Endo,1889,"Letter to Frank Lloyd Wright from Arata Endo, Tokyo, September 8, 1920",1920.0
Walter Niedermayr,1952,Bildraum S 240,2010.0
Lida Moser,1920,Judy and Four Boys,1961.0
Aslı Çavuşoğlu,1982,Red / Red (Untitled) Diptych 1,2015.0
Hudinilson Jr.,1957,Caderno de referência no. 70,2000.0
Avery Singer,1987,Anxiety Painting,2014.0
Palmer Hayden,1890,The Blue Nile,1964.0
Park McArthur,1984,Posey Restraint,2014.0
Cameron Rowland,1988,"National Ex-Slave Mutual Relief, Bounty and Pension Association Badges",2016.0
DIS,2010,"Positive Ambiguity (beard, lectern, teleprompter, wind machine, confidence)",2015.0
Fazal Sheikh,1965,Independence/Nakba,2013.0
Lieko Shiga,1980,Portrait of Cultivation,2009.0
Hermann Hesse,1877,Semina 1,1955.0
Michael McClure,1932,Semina 3,1958.0
Pamela Rosenkranz,1979,Survivor Series (for Parkett no. 96),2015.0
Abraham Cruzvillegas,1968,Autoconclusión (for Parkett no. 97),2015.0
Eric Marciano,1959,The Age of Insects,1990.0
Frederic Karoly,1898,Rhythym printed textile,1947.0
Milton Weiner,1914,Eagles printed textile,1947.0
Menlo Textiles,1920,Menlo Fabrics textile samples,1948.0
Dale Henry,1931,"Primer sets of a revealing graphic, personal history of Western Painting using the complete and basic iambus throughout. Eighty pieces, ten each set of eight: Marster Buckt Tho Nitid / Makar Vanisht Oyez Fúnnee",1972.0
Charles Harrison,1931,View-master (model G),1962.0
Ignazio Gardella,1905,Alzabile Floor Lamp - Lte 3,1948.0
Marko Mušič,1941,"Ss. Cyril and Methodius University Campus, Skopje, Macedonia (First-floor plan, 1:50)",1970.0
Janko Konstantinov,1926,"Exhibition poster for the retrospective of Janko Konstantinov (Collage of different building projects, including the Counter Hall of the Telecommunications Center in the background)",1984.0
Georgi Konstantinovski,1930,"Goce Delčev Student Dormitory, Skopje, Macedonia (Site plan, 1:250)",1969.0
Biro 71,1971,"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968.0
Štefan Kacin,1939,"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968.0
Jurij Princes,1933,"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968.0
Bogdan Splinder,1940,"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968.0
Marjan Uršič,1934,"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968.0
Romain Urhausen,1930,Organisches versus lineare Formen,1953.0
Elisabeth Hase,1905,Apricots (Aprikosen),1931.0
Omar Carreño,1927,Theme Three Times no. 22,1950.0
Carlos González Bogen,1920,Homage to Malevich,1953.0
Alfredo Hlito,1923,Curves and Straight Series,1948.0
Judith Lauand,1922,Concrete 61,1957.0
Raúl Lozza,1911,Invention no. 150,1948.0
Tomás Maldonado,1922,Development of a Triangle,1949.0
Mateo Manaure,1926,Project for Mural (Polychrome Columns),1954.0
Juan Melé,1923,Cut-out Frame no. 2,1946.0
Rubén Núñez,1930,Articulated Arrhythmic,1955.0
Rhod Rothfuss,1920,Yellow Quadrangle,1955.0
Luiz Sacilotto,1924,Concretion 58,1958.0
Antonieta Sosa,1940,Visual Chess,1965.0
Rubem Valentim,1922,2x-2,1960.0
Franz Weissmann,1911,Composition with Semicircles,1953.0
Max Becher,1964,"Poster for Louise Lawler, Cindy Sherman, Laurie Simmons, Museum of Contemporary Art, Helsinki, March 26–May 9, 1993",1993.0
Nat Fein,1914,Babe Bows Out,1948.0
Ann Moore,1934,Snugli,1971.0
Lucille Aukerman,1909,Snugli,1971.0
Snugli Cottage Industries,1964,Snugli,1971.0
Irving Schott,1891,Motorcycle jacket,1955.0
Giancarlo Zanatta,1938,Moon Boot,1983.0
Diane von Furstenberg,1946,Wrap Dress,1974.0
DVF Studio LLC,1998,Wrap Dress,1974.0
Carlotta Corpron,1901,Fluid Light--Winds between the Worlds,1950.0
Richard Learoyd,1966,Yosef,2008.0
Albert Kahn,1869,"Assembly Building, Glenn L. Martin Company, Baltimore, MD",1937.0
Rolf Jährling,1913,"Wolf Vostell's Kleenex 4, performed by Wolf Vostell and Joseph Beuys during 9 Décollagen, Galerie Parnass, Wuppertal, September 14, 1963",1963.0
Yve Laris Cohen,1985,"Tom’s database, 1967-2015",2015.0
Cécile B. Evans,1983,What the Heart Wants,2016.0
Catherine Opie,1961,Dyke,1993.0
Samuel Fosso,1962,Untitled from the series African Spirits,2008.0
Ali Tayar,1959,"Ellen's Brackets wall-mounted shelving system,",1994.0
Claudia Comte,1983,Curves and Corners,2015.0
Giorgia Lupi,1981,Dear Data,2014.0
Stefanie Posavec,1981,Dear Data,2014.0
Zlatko Ugljen,1929,"Šerefudin White Mosque, Visoko, Bosnia and Herzegovina (West elevation)",1969.0
Ivan Štraus,1928,"Aeronautical Museum, Belgrade, Serbia (Axonometric drawing and organizational scheme)",1969.0
John Sex,1956,Acts of Live Art,1980.0
Mohammad Shawky Hassan,1981,And on a Different Note,2015.0
Moncler,1952,Down Jacket,1980.0
Dr. Arvid Gutschow,1900,Plowed Field in Frost,1930.0
Ewald Hoinkis,1897,Untitled (George Grosz in his Berlin Studio),1928.0
Eugen Rubin,1906,Going to Work,1930.0
Alfred Tritschler,1905,"Main Station, Frankfurt",1931.0
Paul Wolff,1887,Untitled (Bobby Kohlrausch's record attempt on the Reichsautobahn),1936.0
Toyin Ojih Odutola,1985,The Raven,2016.0
Raúl Marroquin,1948,"Bizarre Edition (Information Edition) of Equipo Movimiento - Movement of the See, Original Edition",1972.0
Xiao Yu,1965,Lianhuanhua (Comic Book),2005.0
Liu Jianhua,1962,Lianhuanhua (Comic Book),2005.0
Leng Lin,1965,Lianhuanhua (Comic Book),2005.0
Keiichi Tanaami,1936,Untitled (Collage Book 9\18),1973.0
Whitfield Lovell,1959,Pop/Pistol,1990.0
Karl Wirsum,1939,Korner Kite: Birdman,1974.0
Lav Diaz,1958,"Florentina Hubaldo, CTE",2012.0
Adam Khalil,1988,INAATE/SE,2016.0
Zack Khalil,1991,INAATE/SE,2016.0
Lionel Maunz,1976,"Obligation 1, 2, 3",2016.0
Zilia Sánchez,1926,Antigone,1970.0
Mrinalini Mukherjee,1949,Yakshi,1984.0
Xaviera Simmons,1974,Landscape (Two Women),2007.0
Frank Majore,1948,Still-Life with Cecil Beaton,1985.0
N. Dash,1980,Hot Eye,2016.0
Marion Mahony Griffin,1871,"DeRhodes House, South Bend, Indiana (Perspective rendered by Marion Mahony Griffin)",1906.0
Robin Day,1915,Royal Festival Hall Lounge Chair,1951.0
Marcello Geppetti,1933,Anita Ekberg surrounded by Paparazzi defends herself with bow and arrow,1960.0
Niko Kralj,1920,Lupina armchairs,1956.0
Antoni Llena,1942,Desiccated Sculpture (Escultura dissecada),1968.0
Boris Krstulović,1932,"Elektroslavonija Headquarters, Osijek, Croatia (Longitudinal section, 1:50, 1973)",1967.0
Alden B. Dow,1904,"Taliesin, Wisconsin",
Gauri Gill,1970,"Bhana Nath ji's home, Lunkaransar",1999.0
"F.A. ""Butzi"" Porsche",1935,911 coupé,1963.0
Sunil Gupta,1953,"Hauz Khas. It must be marvelous for you in the West with your bars, clubs, gay liberation and all that from the series Exiles",1986.0
Maison Martin Margiela,1988,Tabi Boots,1990.0
Martin Margiela,1957,Tabi Boots,1990.0
Salim Al-Kadi,1979,K29 Keffiyeh 002,2017.0
Beirut Architecture Office,2016,K29 Keffiyeh 002,2017.0
Eduardo Berliner,1978,Untitled from the series Aesop (Esopo),2013.0
Norma Kamali,1968,Sleeping Bag Coat,1973.0
Inc.,1945,Sleeping Bag Coat,1973.0
Iskra Grabulovski,1936,"Monument to the Ilinden Uprising, Kruševo, Macedonia (Competition entry: perspective, 1972)",1970.0
Jordan Grabulovski,1925,"Monument to the Ilinden Uprising, Kruševo, Macedonia (Competition entry: perspective, 1972)",1970.0
Las Yeguas del Apocalipsis,1987,Las Dos Fridas (The Two Fridas),1989.0
Pedro Mardones Lemebel,1952,Las Dos Fridas (The Two Fridas),1989.0
Francisco Casas Silva,1959,Las Dos Fridas (The Two Fridas),1989.0
Feliza Bursztyn,1933,Untitled (from the series The Hysterics),1967.0
Jochen Lempert,1958,Oiseaux-Vogel,1997.0
Fré Cohen,1903,Stationery letterhead for the Arbeiders Jeugd Centrale (Youth Workers Central),1924.0
Heinz Loew,1903,Exhibition Stand with Mandatory Viewing Route (Ausstellungsstand mit zwangsläufiger Gehrichtung),1929.0
Natalia Pinus,1901,"We Will Build Daycares, Playgrounds, and Factory Kitchens. Enlist Working Women into the Ranks of Active Participants in the Industrial and Social Life of the Country! (Razvernem stroitel’stvo iaslei, detploshchadok, i fabrik-kukhon’, trudiashchiesia zhenshchiny—v riady aktivnykh uchastnits proizvodstvennoi i obshchestvennoi zhizni strany!)",1933.0
Elena Semenova,1898,Poster for the magazine The Industrial Leatherworker (Industrial’nyi kozhevnik),1930.0
Samuel Szczekacz,1917,Untitled (typographic study),1937.0
Rodney McMillian,1969,Succulent,2010.0
Michael Stevenson,1964,The Fountain of Prosperity (Answers to Some Questions About Bananas),2006.0
Glen Raven,1880,"""Panti-Legs"" stockings",1960.0
Steve Kahn,1943,Triptych #6,1976.0
Sandra Vásquez de la Horra,1967,Trinity Trail,2015.0
Nicolaas van de Vecht,1886,"The Advertisement (De Reclame) vol. 5, no.1",1926.0
Unmade,2014,Bret.on shirt,2017.0
Lucy Jones,1991,Seated Pantyhose,2017.0
Ffora,2017,Seated Pantyhose,2017.0
Li Ming,1986,"Straight Line, Landscape",2014.0
Graciela Carnevale,1942,Encierro (Confinement),1968.0
Rajesh Vangad,1975,Building the City,2016.0
Stephen Tashjian,1959,"MassArt, Club 57 and Pyramid Club Performance Archive",
Mikhail Dlugach,1893,Poster for the film Cement (Tsement) directed by Vladmir Vilner based on the novel by Fyodor Gladkov,1933.0
Anton Lavinsky,1893,Poster for the film Strike (Stachka) directed by Sergei Eisenstein,1924.0
Anatol Stern,1899,Futurism (Futuryzje) (Poetry booklet),1919.0
Mieczysław Szczuka,1898,Blok no. 6-7,1924.0
Teresa Żarnower,1897,Blok no. 6-7,1924.0
Edmund Edel,1863,Poster for SIRIS extract,1901.0
"Riccardo ""Ricas"" Castagnedi",1912,Airplanes in Formation (Areoplani [sic] in formazione). Maquette for the journal L’ala d’Italia (The wing of Italy),1938.0
Dagobert Peche,1887,Poster for a Wiener Werkstätte Fashion Show (Divatbemutatója) benefiting the Hungarian Red Cross,1919.0
Gino Cantarelli,1889,Light Construction (Costruzione luce),1919.0
Alain Tanner,1929,Une ville à Chandigarh,1966.0
Zhijun Wang,1982,Sneaker Mask - Yeezy Boost 350 V2,2016.0
Valérie Belin,1964,Chips #1,2004.0
Joseph-Philibert Girault de Prangey,1804,Rome. Arch of Septimius Severus and Capitoline Lion,1842.0
Paul Mpagi Sepuya,1962,A Ground (0083),2015.0
Anicka Yi,1971,Shameplex,2015.0
Sondra Perry,1986,Resident Evil,2016.0
Letícia Parente,1930,Tarefa I (Assignment I),1982.0
Carlos Leppe,1952,Acción de la Estrella (Star Action),1979.0
Carlos Motta,1978,We Who Feel Differently,2012.0
Ketty La Rocca,1938,It Is Easy to Have Top Brand Gifts (È facile avere regali di gran marca),1964.0
Rosemary Mayer,1943,Untitled (Lady of the Mercians),1973.0
Liisa Roberts,1969,"High-relief # 1: Doctors. A mother with a child patient (Nadiya A. Shirinskaya, b. 1924 and Alisa A. Ivanova, b. 1954), a doctor (Nina P. Povarushkina, b. 1926), and a pediatric nurse (Nadezhda M. Smolina, b.1920)",2015.0
KwieKulik,1971,Ameryka,1972.0
Zofia Kulik,1947,The Splendor of Myself II,1997.0
Speedo,1914,Montreal 1976 Olympic Games Women's Swimsuit,1976.0
Alejandro Cesarco,1975,Present Memory,2009.0
Juan Manuel Echavarría,1947,Mouths of Ash,2003.0
Pedro Manrique Figueroa,1934,Poetry,2008.0
Regina José Galindo,1974,Looting,2010.0
Mario García Torres,1975,Have you ever seen the snow?,2010.0
Maria Laet,1982,Notes on the limit of the sea,2011.0
Juan Nascimento,1969,Wuthering Heights,2001.0
Daniela Lovera,1968,Wuthering Heights,2001.0
Marcel van Eeden,1965,Matthias Grünewald,2012.0
Amalia Pica,1978,Stage (as seen on Afghan Star),2011.0
Wilfredo Prieto,1978,Mute,2006.0
José Alejandro Restrepo,1959,Paso del Quindío I (Quindío Pass I),1992.0
Jennifer Hackshaw,1948,Autologous between water and air,1981.0
Nan González,1956,Autologous between water and air,1981.0
Theaster Gates,1973,Soul Bowl (for Parkett no. 98),2016.0
Lee Kit,1978,Upon (for Parkett no. 98),2016.0
Omer Fast,1972,White Male Selfies (for Parkett no. 99),2017.0
Adrian Ghenie,1977,The Lidless Eye (for Parkett no. 99),2016.0
Chung Chang-Sup,1927,Return 77-A,1977.0
Martine Syms,1988,Half Sheet,2017.0
Carlo Mollino,1905,"Casa Devalle, Turin, Italy",1939.0
Thom Browne,2001,Classic Medium Grey Suit in Super 120s Wool,2017.0
Thom Browne,1965,Classic Medium Grey Suit in Super 120s Wool,2017.0
Suzanne Lee,1969,Zoa. A new animal is born.,2017.0
Amy Congdon,1986,Zoa. A new animal is born.,2017.0
Modern Meadow,2011,Zoa. A new animal is born.,2017.0
Zoa,2017,Zoa. A new animal is born.,2017.0
John A. Rogers,1967,FitBit Prototype: Soft Microfluidic Lab on the Skin,2016.0
Richard Malone,1990,Jumpsuit Specimen,2017.0
Richard Malone,2015,Jumpsuit Specimen,2017.0
Dante Giacosa,1905,500f city car,1957.0
Carmelo Arden Quin,1913,Coplanar,1945.0
Ekaterina Zernova,1900,Poster for May Day,1932.0
Paul Renner,1878,"Poster for an exhibition of the Technical Schools of Applied Arts of Bavaria (Gewerbliche Fachschulen Bayerns Ausstellung), Kunstgewerbemuseum, Zürich",1928.0
Moriz Melzer,1877,Poster design (unrealized) for November Group Artists' Festival (Künstlerfest der Novembergruppe),1920.0
Josef Hesoun,1903,Maquette for frontispiece of The House of the Vanishing Goblets (Dům mizejících pohárů) by Arlo Channing Edington and Carmen Ballen Edington,1931.0
Aladár Richter,1898,Vienna to Budapest (Poster for the Budapest Municipal Tourist Information Bureau in Vienna),1931.0
Nikolay Diulgheroff,1901,Poster for Amaro Cora,1928.0
Erich Mrozek,1910,"Poster design for International Hygiene Exhibition (Internationale Hygiene Ausstellung), Dresden, May–October 1930",1930.0
Yara Said,1991,Refugee Flag,2016.0
Barkley L. Hendricks,1945,Sweet Thang (Lynn Jenkins),1975.0
Darko Marušić,1940,"Cerak Vinogradi Housing Estate, Belgrade, Serbia (Interior Perspectives, c. 1980)",1977.0
Milenija Marušić,1940,"Cerak Vinogradi Housing Estate, Belgrade, Serbia (Interior Perspectives, c. 1980)",1977.0
Sibylle Bergemann,1941,"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",1975.0
Martirene Alcántara,1965,Legacy (From the series Homage to Luis Barragán),2012.0
Wolford,1950,"""StarckNaked"" dress",1997.0
Em Rooney,1983,Veronica's Horror,2017.0
B. Ingrid Olson,1987,"Felt Angle, box for standing",2017.0
Jason Benning,1935,Dashiki,1968.0
New Breed,1968,Dashiki,1968.0
Alysa Nahmias,1978,Unfinished Spaces,2011.0
Benjamin Murray,1979,Unfinished Spaces,2011.0
Rosalyn Drexler,1926,Hold your Fire (Men and Machines),1966.0
Marie Losier,1972,The Touch Retouched,2002.0
Elena Damiani,1979,Fading Field No. 1,2012.0
Héctor Fuenmayor,1949,Citrus 6906,1973.0
Gabriel Kuri,1970,Untitled (Superama II),2005.0
Suwon Lee,1977,Purple Haze,2011.0
Luis Molina-Pantin,1969,Mouse Pad,2000.0
Roberto Obregón,1946,ADM,1978.0
Bernardo Ortiz Campo,1972,"Untitled (Egg 20 and 21st, October 2010) (Huevo 20 y 21st de oct. 2010)",2010.0
Claudio Perna,1938,El Eje del Mundo (The Axis of the World) from the series Objetos Inquietantes (Disquieting Objects),1990.0
Abel Naím,1961,El Eje del Mundo (The Axis of the World) from the series Objetos Inquietantes (Disquieting Objects),1990.0
Mauro Restiffe,1970,Empossamento #8,2003.0
Naotaka Hiro,1972,Untitled (Seeding),2016.0
Dieter Hülsmanns,1940,"Erotica Texte, Paralelle Aufführungen Neuster Musik, Kunsthandel Monet, Amsterdam, October 5, 1962",1962.0
Aleksandar Stjepanović,1931,"Block 22, New Belgrade, Serbia (Apartment layout iterations)",1968.0
